,id,tags,category,view,likes,comments,Title,datePublished
0,a8zuaYT8-cI,"['Achievement', 'Control', 'Empowerment', 'English', 'Future', 'Life', 'Personal growth', 'TEDxTalks', '[TEDxEID:48924]']",29,984,18,1,You Can Decide Your Own Future | Bruno Moutou | TEDxInternationalSchoolPaphos,2022-07-11T17:15:37Z
1,q2W0c_jHdBw,"['Business', 'Communication', 'Connection', 'English', 'Personal growth', 'Progress', 'TEDxTalks', '[TEDxEID:48924]']",29,743,16,0,The Network Effect | Zain Ali | TEDxInternationalSchoolPaphos,2022-07-11T17:15:05Z
2,g27OdknMI0k,"['Business', 'Diversity', 'English', 'TEDxTalks', 'Women in business', 'Workplace', 'Youth', '[TEDxEID:48924]']",29,637,8,8,How Gen Z Could Diversify Venture | Victoria Kostic-Nola | TEDxInternationalSchoolPaphos,2022-07-11T17:07:51Z
3,091QVjp6IE0,"['Culture', 'English', 'Humanities', 'Racism', 'Social Change', 'Social Justice', 'TEDxTalks', '[TEDxEID:47672]']",29,398,3,1,Waking Up to Whiteness | Madeleine Taylor | TEDxPermaQueer,2022-07-11T17:04:17Z
4,HM7jV2nSfNg,"['Business', 'English', 'Entrepreneurship', 'Future', 'Investment', 'Start-up', 'TEDxTalks', 'Technology', '[TEDxEID:51030]']",29,779,8,0,Funding the Future | Joe Schorge | TEDxAthens,2022-07-11T16:52:12Z
5,pBU-IPjDPlI,"['Consciousness', 'English', 'Life', 'TEDxTalks', '[TEDxEID:49794]']",29,611,12,1,Our Inner Chatterbox | Vedanth Aggarwal | TEDxYouth@GEMSModernAcademy,2022-07-11T16:51:20Z
6,QA-NdWiREOo,"['Activism', 'Ecology', 'English', 'Environment', 'Fish', 'Global Issues', 'Nature', 'Oceans', 'TEDxTalks', '[TEDxEID:51030]']",29,681,7,0,Is Saving a Life Enough to Save the Ocean? | Peter Hammarstedt | TEDxAthens,2022-07-11T16:44:27Z
7,DvAxi421xA0,"['Ecology', 'Fashion', 'Global Issues', 'Global issues', 'Italian', 'Nature', 'Sustainability', 'TEDxTalks', 'Third world', '[TEDxEID:48290]']",29,395,4,0,Moda sostenibile: esiste? | Matteo Ward | TEDxBelluno,2022-07-11T16:43:00Z
8,8ulnBOkLlhQ,"['Art', 'Digital', 'Italian', 'Meme', 'Museums', 'Social Media', 'TEDxTalks', 'Youth', '[TEDxEID:48290]']",29,319,11,0,L'arte di memare | Ilde Forgione | TEDxBelluno,2022-07-11T16:41:32Z
9,imoox9CMC-Q,"['Consciousness', 'English', 'Life', 'Life Development', 'Meditation', 'Mindfulness', 'Personal growth', 'TEDxTalks', 'Travel', '[TEDxEID:51030]']",29,223,10,1,Lessons from the Unknown | Soren Gordhamer | TEDxAthens,2022-07-11T16:41:02Z
10,KeK3D_nlg24,"['Art', 'English', 'Entertainment', 'Poetry', 'TEDxTalks', '[TEDxEID:47594]']",29,332,13,1,I hate people with Charisma | Bishal Bajgain | TEDxKathmanduUniversity,2022-07-11T16:31:24Z
11,wKgvfUANqyM,"[""Brazilian Business Humanity Women Women in business Women's Rights Work"", 'TEDxTalks [TEDxEID:47270] Portuguese']",29,216,8,0,A criatividade a favor delas | Domenico Massareto | TEDxMacedoWomen,2022-07-11T16:06:01Z
12,SeopJPmI2E0,"['Biodiversity', 'Climate Change', 'Environment', 'Global Issues', 'Global issues', 'Italian', 'Nature', 'Sustainability', 'TEDxTalks', '[TEDxEID:48768]']",29,323,7,0,Come salvare l'orso polare partendo dal giardino di casa | Eleonora Tomasini | TEDxMirandola,2022-07-11T16:05:20Z
13,3HUB4zkDdbE,"['Art', 'Design', 'English', 'Humanity', 'Life', 'Overcome', 'Purpose', 'TEDxTalks', '[TEDxEID:48748]']",29,771,23,1,Resiliency Awakened: A Traumatic Transformation | Bryan Young | TEDxRolandPark,2022-07-11T15:50:33Z
14,OgiYAOOM94g,"['Communication', 'Education', 'Entertainment', 'Italian', 'Media', 'Presentation', 'Social Sciences', 'Speech', 'TEDxTalks', '[TEDxEID:48768]']",29,449,26,2,Come spiegare facili le cose difficili | Gianpiero Kesten | TEDxMirandola,2022-07-11T15:41:56Z
15,aRjHcRvwl2U,"['Brain', 'Decision making', 'Freedom', 'Italian', 'Medicine', 'Neurology', 'Neuroscience', 'Science', 'TEDxTalks', '[TEDxEID:48768]']",29,367,15,1,Siamo davvero liberi? La risposta della neuroscienza   | Paolo Nichelli | TEDxMirandola,2022-07-11T15:40:37Z
16,UvmaXnXWGsY,"['Community', 'Education', 'English', 'Health', 'Social Entrepreneurship', 'Sustainability', 'TEDxTalks', 'Women', 'Women in business', '[TEDxEID:50338]']",29,379,6,0,More than Blood: Building a Period Positive Future | Olivia Cotes-James | TEDxCityUHongKong,2022-07-11T15:38:00Z
17,VQTVqYUxVTM,"['Acceptance', 'Behavior', 'Consciousness', 'Empowerment', 'English', 'Health', 'Identity', 'Spirituality', 'TEDxTalks', '[TEDxEID:48715]']",29,487,8,1,We Don’t Need Thick Skin | Sifu Devante Love | TEDxTAMU,2022-07-11T15:19:31Z
18,2i-jnOG04jk,"['Education', 'Finance', 'Italian', 'TEDxTalks', '[TEDxEID:48899]']",29,202,1,0,Finanza SOS: che cosa manca? Il tempo. | Julia Hoffmann | TEDxBolognaSalon,2022-07-11T15:17:48Z
19,5J0imUwrLN4,"['Activism', 'Global education', 'Italian', 'Prejudice', 'Sex', 'Sexual Orientation', 'Sexuality', 'Social Sciences', 'TEDxTalks', '[TEDxEID:48768]']",29,112,7,1,Perché tutti dovrebbero avere un sex toy | Frida Affer | TEDxMirandola,2022-07-11T15:16:12Z
20,XYRS_vcABaU,"['Business', 'English', 'Entrepreneurship', 'Global issues', 'Idea Challenge', 'Opportunities', 'Public Issues', 'TEDxTalks', '[TEDxEID:48768]']",29,296,9,0,Heropreneurs: can business solve global crises?  | Enrico Bergamini | TEDxMirandola,2022-07-11T15:13:58Z
21,jSoZHxOcTSM,"['Behavior', 'Empathy', 'Happiness', 'Italian', 'Life', 'Mindfulness', 'Self improvement', 'Social Interaction', 'TEDxTalks', '[TEDxEID:48768]']",29,218,10,1,Tre atti di gentilezza che ci rendono più felici | Antonella De Minico | TEDxMirandola,2022-07-11T15:12:52Z
22,2fPlcoho4SA,"['AI', 'Big Data', 'Blockchain', 'English', 'Machine Learning', 'TEDxTalks', 'Technology', 'Virtual Reality', 'Web', '[TEDxEID:48748]']",29,2205,43,9,An Introduction to Web 3.0 and the Spatial Web | Mark Martinkov | TEDxRolandPark,2022-07-11T15:09:37Z
23,U75e_BogW6s,"['Business', 'Education', 'Italian', 'Leadership', 'Learning', 'Self improvement', 'TEDxTalks', '[TEDxEID:48391]']",29,98,0,0,Surfare sui cambiamenti | Giovanni Mocchi | TEDxLegnano,2022-07-11T15:08:42Z
24,SGqorubFRIA,"['Art', 'Music (performance)', 'Music (topic)', 'TEDxTalks', 'Turkish', '[TEDxEID:50323]']",29,109,2,0,Hayaller de limitsizdir. | Ali İnsan | TEDxYeniYolSchools,2022-07-11T15:07:40Z
25,PXamx1Jz_6c,"['French', 'Humanities', 'Humanity', 'TEDxTalks', 'Volunteering', 'Youth', '[TEDxEID:48950]']",29,141,3,0,De la rencontre naît l’engagement | Sibylle d'Arfeuille | TEDxIESEGParis,2022-07-11T15:07:04Z
26,eQbFg8Fx74E,"['Developing World', 'English', 'Life', 'Public Policy', 'TEDxTalks', '[TEDxEID:48646]']",29,142,0,0,Traits that led me to my profession  | Kathy Leach | TEDxYouth@HaileyburyAstana,2022-07-11T15:06:09Z
27,OdNm_KgVFKg,"['Education', 'Gender', 'Italian', 'Sex', 'TEDxTalks', ""Women's Rights"", '[TEDxEID:48824]']",29,140,3,0,Senza Tabù  | Violeta Benini | TEDxPadova,2022-07-11T15:05:25Z
28,d_wz2p0OdN4,"['Italian', 'Life', 'Music (performance)', 'Opportunities', 'Passion', 'TEDxTalks', 'Technology', '[TEDxEID:48824]']",29,259,8,0,The sound of silence  | Davide Santacolomba | TEDxPadova,2022-07-11T15:03:36Z
29,yL9GAoBYa3g,"['Choice', 'Compassion', 'Empowerment', 'English', 'Hope', 'Life', 'Mental health', 'TEDxTalks', '[TEDxEID:48715]']",29,225,3,0,A Better Way to Talk About Resilience | Emen Washington | TEDxTAMU,2022-07-11T15:02:38Z
30,izd5Q4Nua6c,"['English', 'Life', 'Perception', 'Personal growth', 'Positive Thinking', 'Purpose', 'Self improvement', 'Struggle', 'TEDxTalks', '[TEDxEID:48715]']",29,391,6,0,What do You See?  | Kimberly DeVore | TEDxTAMU,2022-07-11T15:02:28Z
31,koaGLPhftzs,"['Curiosity', 'Decision making', 'Design', 'Engineering', 'English', 'TEDxTalks', '[TEDxEID:48715]']",29,137,3,0,Through the Eyes of an Engineer | Grady Hillhouse | TEDxTAMU,2022-07-11T15:01:45Z
32,9IwrO7MJCyw,"['Academic', 'Change', 'Classroom', 'Diversity', 'Education', 'Empowerment', 'English', 'Globalization', 'TEDxTalks', '[TEDxEID:48715]']",29,209,5,1,My Journey from Classroom Teacher to Global Education | George Hademenos | TEDxTAMU,2022-07-11T15:01:01Z
33,J3Yn8vpmOUM,"['Activism', 'English', 'Life', 'Marginalized', 'Poverty', 'Social Change', 'Social Entrepreneurship', 'Struggle', 'TEDxTalks', '[TEDxEID:48715]']",29,426,1,0,Hard to See and Easy to Overlook | Max Gerall | TEDxTAMU,2022-07-11T15:00:00Z
34,18hjTRpTplM,"['Acceptance', 'Behavior', 'English', 'Goal-setting', 'Happiness', 'Life', 'Personal growth', 'Self improvement', 'TEDxTalks', '[TEDxEID:48715]']",29,200,4,0,Make the Important Things Important – Starting with YOU | Drew Myers | TEDxTAMU,2022-07-11T14:59:34Z
35,7yC3x-yhBos,"['Academic', 'Change', 'Consciousness', 'Education', 'Education reform', 'English', 'Learning', 'TEDxTalks', '[TEDxEID:48715]']",29,68,0,0,Kicking Ant Hills | Jonan Donaldson | TEDxTAMU,2022-07-11T14:59:20Z
36,dfhP_sZEuk8,"['Acceptance', 'Behavior', 'English', 'Life', 'Positive Thinking', 'Self', 'Struggle', 'TEDxTalks', 'Voice', '[TEDxEID:48715]']",29,120,2,0,Figuring Out Your Superpower | Sara Jane del Carmen | TEDxTAMU,2022-07-11T14:57:04Z
37,H1muiwMlJg8,"['Change', 'Empowerment', 'English', 'Feminism', 'Identity', 'Life', 'Life Development', 'Personal growth', 'TEDxTalks', '[TEDxEID:48715]']",29,88,0,0,How Cookies Changed my Life | Caroline Matlock | TEDxTAMU,2022-07-11T14:55:57Z
38,fbQ3LGoFaLc,"['Acceptance', 'Behavior', 'Communication', 'Community', 'Connection', 'English', 'Global Issues', 'Social Interaction', 'TEDxTalks', '[TEDxEID:48715]']",29,236,7,0,Implications of Culture on Language | Amirpooya Dardashti | TEDxTAMU,2022-07-11T14:54:51Z
39,U5AUCAaJiyw,"['Learning', 'Life', 'Lifestyle', 'Linguistics', 'Spanish', 'TEDxTalks', 'Tradition', 'War', '[TEDxEID:48710]']",29,64,3,0,Consciente de nuestra riqueza | Wajd Alloush | TEDxEstaciónEwald,2022-07-11T14:52:43Z
40,84YQveUoDes,"['Art', 'Diversity', 'Heart health', 'Humanity', 'Ideas', 'Spanish', 'TEDxTalks', '[TEDxEID:48710]']",29,46,2,0,La duda en el momento de la creación artística | JUAN ABBA | TEDxEstaciónEwald,2022-07-11T14:52:28Z
41,S-OCKIba4Wk,"['Communication', 'Life', 'Social Sciences', 'Spanish', 'Storytelling', 'TEDxTalks', '[TEDxEID:48710]']",29,119,1,0,"Sentir, para contar | ERICA FONTANA | TEDxEstaciónEwald",2022-07-11T14:52:11Z
42,cIf50ZQtZKA,"['Book', 'Education', 'Indonesian', 'Learning', 'TEDxTalks', '[TEDxEID:47126]']",29,170,7,0,A Bridge From Misery To Hope | Najelaa Shihab | TEDxUniversitasAirlangga,2022-07-11T14:48:42Z
43,dnWjqFzNznY,"['English', 'Global Issues', 'Prejudice', 'Queer', 'Racism', 'Self', 'Social Change', 'TEDxTalks', '[TEDxEID:47672]']",29,72,1,2,Deconstructing Whiteness | Toad Dell | TEDxPermaQueer,2022-07-11T14:47:07Z
44,6rvYcIFrcu8,"['Activism', 'Climate Change', 'Community', 'English', 'Environment', 'Global Issues', 'Indigenous', 'TEDxTalks', '[TEDxEID:47672]']",29,40,0,0,Pacific Climate Warriors | Lyle Makepeace | TEDxPermaQueer,2022-07-11T14:46:10Z
45,sQIgEIENqyQ,"['Activism', 'Climate Change', 'English', 'Global Issues', 'Impact', 'Indigenous', 'TEDxTalks', '[TEDxEID:47672]']",29,120,2,0,Being an Indigenous Woman in an International Climate NGO | Ilona Rayan | TEDxPermaQueer,2022-07-11T14:45:17Z
46,O4qtGcVLoNA,"['Compassion', 'English', 'Hope', 'Love', 'Poverty', 'Social Sciences', 'TEDxTalks', '[TEDxEID:49353]']",29,123,4,0,"The Bench, a Homeless Love Story | Robert Galinsky | TEDxYouth@HCCS",2022-07-11T14:34:09Z
47,lKpRF1TEUks,"['Art', 'Creativity', 'Fashion', 'History', 'Imagination', 'Leadership', 'Spanish', 'TEDxTalks', '[TEDxEID:43422]']",29,82,1,0,Fotografía y moda: 100 años de imágenes | Urbano Hidalgo | TEDxAnahuacUniversity,2022-07-11T14:29:45Z
48,s-EE1Gd_uo4,"['Business', 'Italian', 'TEDxTalks', '[TEDxEID:48899]']",29,222,12,0,"La scelta è nostra - Social Business, Unicorn e Zebra | Susanna Finardi | TEDxBolognaSalon",2022-07-11T14:26:16Z
49,Hq0nzof6Go8,"['Business', 'Children', 'English', 'Entrepreneurship', 'Parenting', 'Students', 'TEDxTalks', 'Youth', '[TEDxEID:39776]']",29,27271,1178,110,5 strategies for raising kids with an entrepreneurial mindset | Tameka Montgomery | TEDxRockville,2022-07-10T17:00:12Z
50,F-2asQ1S8z4,"['TEDx', 'TED', 'economy', 'economics', 'recession', 'crisis', 'inequality', 'jobs', 'market']",29,35456,1255,45,Why do we blame individuals for economic crises - Liene Ozoliņa #shorts #tedx,2022-07-09T20:30:02Z
51,ckFFogmjN-c,"['Art', 'Diversity', 'English', 'Entertainment', 'Journalism', 'Media', 'Social Justice', 'TEDxTalks', 'Writing', '[TEDxEID:37292]']",29,21146,700,50,Levelling the cultural playing field  | Michael Sheen | TEDxSoho,2022-07-09T15:00:16Z
52,Jo2cJEFDRsk,"['English', 'Future', 'Health', 'Medical research', 'Medicine', 'Science', 'TEDxTalks', 'Technology', '[TEDxEID:49630]']",29,25639,635,70,Overcoming the last mile in medicine | Andrew McGovern | TEDxUniversityCollegeCork,2022-07-08T16:30:02Z
53,yS57zspXXY0,"['Business', 'Community', 'English', 'Entrepreneurship', 'Family', 'Parenting', 'TEDxTalks', 'Women', 'Workplace', '[TEDxEID:48748]']",29,5030,91,11,The Forks In The Road That Come With Motherhood | Aliza Friedlander | TEDxRolandPark,2022-07-08T16:08:08Z
54,boNsCoP5XfI,"['Acceptance', 'Change', 'Culture', 'Education', 'English', 'Humanity', 'TEDxTalks', '[TEDxEID:48748]']",29,2953,35,3,Student Led Learning: Bridging the Cultural Divide | Geri Kayingo | TEDxRolandPark,2022-07-08T16:04:13Z
55,zJyae1sJUd4,"['Creativity', 'English', 'Entertainment', 'Music (performance)', 'TEDxTalks', '[TEDxEID:49334]']",29,5003,61,16,Songs I Made When The World Changed  | Natalie Holmes | TEDxSalisbury,2022-07-08T16:01:35Z
56,iHG0LnfopfA,"['Entertainment', 'Music (performance)', 'Other', 'TEDxTalks', '[TEDxEID:46725]']",29,3781,35,4,PERFORMANCE:  | Wāhinē Mā | TEDxKapiti,2022-07-08T16:00:25Z
57,7tTKOLUDK6Q,"['English', 'Entertainment', 'Music (performance)', 'TEDxTalks', '[TEDxEID:46725]']",29,2772,21,3,PERFORMANCE: Barber Shop Quartet | Let's Jet | TEDxKapiti,2022-07-08T16:00:03Z
58,ILnEgrWBf48,"['Culture', 'Entertainment', 'Other', 'TEDxTalks', '[TEDxEID:46725]']",29,3564,23,2,PERFORMANCE: Kapa Haka | Kia Āio Te Noho | TEDxKapiti,2022-07-08T15:59:56Z
59,de6cl8fpkm8,"['Economics', 'English', 'Epidemiology', 'Global Issues', 'Social Change', 'TEDxTalks', '[TEDxEID:50458]']",29,2286,9,0,Daring is (not) Enough | Petrit Selimi | TEDxRITKosovo,2022-07-08T15:59:35Z
60,9ngHU3tMex0,"['Coding', 'English', 'Social Entrepreneurship', 'TEDxTalks', 'Technology', 'Women in business', '[TEDxEID:50458]']",29,2710,16,1,Dare to Break the Shell | Hana Qerimi | TEDxRITKosovo,2022-07-08T15:59:12Z
61,BartX67OFeQ,"['Activism', 'Albanian', 'Cause', 'Global Issues', 'Mental health', 'TEDxTalks', '[TEDxEID:50458]']",29,1699,3,0,Personalja në Luftën për Mirëqenie Kolektive | Bind Skeja | TEDxRITKosovo,2022-07-08T15:58:58Z
62,Q-_WVd21uxw,"['Business', 'English', 'Hardship', 'TEDxTalks', 'Technology', 'Vision', '[TEDxEID:50458]']",29,1885,4,1,Dare to IPO | Mergim Cahani | TEDxRITKosovo,2022-07-08T15:58:29Z
63,qlytGuCRpfI,"['Business', 'English', 'Life', 'Perception', 'TEDxTalks', 'Value', '[TEDxEID:50458]']",29,2524,28,0,Dare to Live Your Values | Blerim Zeqiri | TEDxRITKosovo,2022-07-08T15:58:02Z
64,rHF4eYqiGPM,"['Activism', 'Brand', 'Business', 'Italian', 'Social Media', 'TEDxTalks', '[TEDxEID:49570]']",29,2215,17,0,"Show me, don’t tell me - Brand Activism | Riccardo Pirrone | TEDxVasto",2022-07-08T15:56:38Z
65,43HO96aT6Kg,"['Drama', 'Entertainment', 'Nepali', 'TEDxTalks', '[TEDxEID:47594]']",29,2841,95,21,TITLE? IT'S UP TO YOU | KU Theatre Group | TEDxKathmanduUniversity,2022-07-08T15:53:16Z
66,0CVrey2wuJc,"['Adventure', 'Italian', 'Life', 'Nature', 'Oceans', 'Sports', 'TEDxTalks', '[TEDxEID:49574]']",29,1528,1,1,Il mio oceano selvaggio tra onde e balene | Ambrogio Beccaria | TEDxMilano,2022-07-08T15:52:20Z
67,DN7xc-JMU-s,"['Entertainment', 'Music (performance)', 'Nepali', 'Song', 'TEDxTalks', '[TEDxEID:47594]']",29,3900,42,5,Timi Sanga (तिमी सँग) | Nilotpal Dhakal | TEDxKathmanduUniversity,2022-07-08T15:33:12Z
68,YRsSNLQhpEY,"['English', 'Humanities', 'Peace', 'TEDxTalks', 'War', '[TEDxEID:47392]']",29,2574,35,7,"Let's create a ""vaccine"" against war! | Anastasiya Klysakova | TEDxDonauinsel",2022-07-08T14:54:40Z
69,gsV5zItUQPQ,"['Brazilian Life Lifestyle Travel Work', 'TEDxTalks [TEDxEID:42619] Portuguese']",29,1339,18,3,O futuro do home office é o road office | Travaleiros Renan e Lais Jereissati | TEDxFAAPStudio,2022-07-08T14:51:21Z
70,Y0ckxH3iusw,"['English', 'Global Issues', 'Health', 'Pandemic', 'Public health', 'TEDxTalks', '[TEDxEID:49601]']",29,1633,15,10,Lessons about the West from Zimbabwe's Pandemic Response | Charming Dube | TEDxTufts,2022-07-08T14:49:28Z
71,faC-BYyzE3I,"['Communication', 'Community', 'English', 'Health', 'Identity', 'Individualism', 'Intelligence', 'Mental health', 'TEDxTalks', '[TEDxEID:37292]']",29,2750,63,6,On Being Weird | Dr Camilla Pang | TEDxSoho,2022-07-08T14:49:21Z
72,HIo1UQdjddA,"['Academic', 'Behavior', 'Big problems', 'Climate Change', 'English', 'Global Issues', 'Social Change', 'Sustainability', 'TEDxTalks', '[TEDxEID:48925]']",29,501,9,1,Why Tipping Points Could Save Civilisation | Paul Behrens | TEDxLeidenUniversity,2022-07-08T14:49:01Z
73,5niSECdqYH4,"['Achievement', 'Business', 'Education', 'Emotions', 'English', 'Finance', 'Life', 'Love', 'TEDxTalks', '[TEDxEID:49630]']",29,41169,1582,178,Love is not a business deal | Lindsay MacMillan | TEDxUniversityCollegeCork,2022-07-07T17:00:02Z
74,21rPpdKlLZA,"['Ancient world', 'Culture', 'English', 'History', 'Indigenous', 'Language', 'Myth', 'Social Sciences', 'TEDxTalks', '[TEDxEID:51296]']",29,2901,49,5,The Aztecs: We Should Change Our Minds About the World’s Villains | Camilla Townsend | TEDxRutgers,2022-07-07T16:57:04Z
75,JjgsqXw9Nmo,"['Compassion', 'Disability', 'English', 'Entertainment', 'Music (performance)', 'Overcome', 'Self improvement', 'TEDxTalks', '[TEDxEID:37292]']",29,4402,85,7,I've Come to Say Hello  |  Sirine | TEDxSoho,2022-07-07T16:56:44Z
76,a_eSUzXeNkQ,"['Children', 'Empowerment', 'English', 'Family', 'Feminism', 'Gender', 'Life', 'TEDxTalks', 'Women', '[TEDxEID:51296]']",29,1467,29,3,"Advancing Women by Redistributing the Housework, One Son at a Time | Lisa S. Kaplowitz | TEDxRutgers",2022-07-07T16:56:39Z
77,WOiggdqlc5s,"['Achievement', 'Community', 'Compassion', 'English', 'Entertainment', 'Entrepreneurship', 'Music (topic)', 'Overcome', 'TEDxTalks', '[TEDxEID:37292]']",29,753,5,1,Democratising the Music Industry | Bee Adamic | TEDxSoho,2022-07-07T16:56:07Z
78,bYoZU6rDN1E,"['English', 'Humanities', 'Ideas', 'Motivation', 'Music (performance)', 'Personal growth', 'TEDxTalks', 'Youth', '[TEDxEID:50312]']",29,1914,33,4,Don’t Give Up on Your Hobbies! | Cherry Shen | TEDxSoongChingLingSchool,2022-07-07T16:55:00Z
79,FrF0sG6PjIE,"['Activism', 'Childhood', 'Community', 'Education', 'English', 'Poverty', 'Sharing', 'TEDxTalks', '[TEDxEID:50254]']",29,864,15,2,Knowing Your Neighbors | Tracy Broccolino | TEDxRiverHillHS,2022-07-07T16:53:40Z
80,NVice62VZCc,"['Acceptance', 'Diversity', 'English', 'Health', 'Neurology', 'TEDxTalks', '[TEDxEID:46725]']",29,1725,52,7,Why I'm Terrified Of Being Normal | Jack Penman | TEDxKapiti,2022-07-07T16:51:47Z
81,An2K6kToF24,"['English', 'Entertainment', 'Journalism', 'Literature', 'Media', 'Pseudoscience', 'Psychology', 'TEDxTalks', 'Theater', '[TEDxEID:37292]']",29,2172,40,2,Do Ghosts Exist? | Danny Robins & Sam Orams | TEDxSoho,2022-07-07T16:50:06Z
82,9aK54QAqOqw,"['Business', 'Creation', 'Earth', 'English', 'Global education', 'TEDxTalks', '[TEDxEID:48190]']",29,632,5,0,Life Chances | Nick Watkins | TEDxKeighley,2022-07-07T16:46:50Z
83,5oHP3dP7z_s,"['Education', 'English', 'Leadership', 'TEDxTalks', 'Women in business']",29,577,5,0,Women in Leadership with Sister Angela Mary  | Sister Angela Mary Doyle | TEDxYouth@LGS,2022-07-07T16:42:50Z
84,eJXptZUZVy0,"['Academic', 'Education', 'English', 'Global issues', 'Social Media', 'Students', 'TEDxTalks']",29,721,10,0,"YOUnity | Ava Burchell, Sarah Zhang & Bella Selekman | TEDxArcadiaUniversity",2022-07-07T16:38:00Z
85,3FIfeccdu1U,"['Development', 'English', 'Morality', 'Psychology', 'Social Sciences', 'TEDxTalks', '[TEDxEID:48804]']",29,1179,16,1,The Moral Development of Children | Karen Hussar | TEDxYouth@DoverSherbornHighSchool,2022-07-07T16:32:41Z
86,g6hyRlQIp0I,"['Choice', 'Community', 'Connection', 'Culture', 'Education', 'English', 'Humanities', 'TEDxTalks', 'Youth', '[TEDxEID:50312]']",29,594,13,1,"Give to Others, the Same Education | Rainbow Gu | TEDxSoongChingLingSchool",2022-07-07T16:31:43Z
87,_QAGTRlpxOg,"['Communication', 'English', 'Humanities', 'Mental health', 'Social Media', 'TEDxTalks', 'Youth', '[TEDxEID:50312]']",29,949,16,1,The Influence of Social Media | Emma Gonzalez-Cueto | TEDxSoongChingLingSchool,2022-07-07T16:31:21Z
88,AD_bUsZCYZg,"['Culture', 'Education', 'English', 'Games', 'Humanities', 'Identity', 'TEDxTalks', 'Technology', 'Youth', '[TEDxEID:50312]']",29,954,18,1,When Young Meets the Old: Haipai Culture and Us | Sophia Ji | TEDxSoongChingLingSchool,2022-07-07T16:30:10Z
89,eHBDEQuBCow,"['Dreams', 'English', 'Humanities', 'Identity', 'TEDxTalks', 'Youth', '[TEDxEID:50312]']",29,627,12,1,It is Never Wrong to Start Dreaming Young | Abigail Hu | TEDxSoongChingLingSchool,2022-07-07T16:29:28Z
90,Uf-bPQzNBoo,"['Communication', 'Education', 'English', 'Humanities', 'Humanity', 'Language', 'TEDxTalks', 'Youth', '[TEDxEID:50312]']",29,874,13,3,"Language, our Most Influential Tool | Jiayu Wang | TEDxSoongChingLingSchool",2022-07-07T16:28:58Z
91,ErqBsqPwSMU,"['Education', 'English', 'Humanities', 'Parenting', 'TEDxTalks', 'Youth', '[TEDxEID:50312]']",29,615,12,2,How Does Parenting Influence Your Child | Emmanuelle Jia | TEDxSoongChingLingSchool,2022-07-07T16:28:33Z
92,utiO4HD9rnQ,"['Community', 'Compassion', 'English', 'Humanities', 'TEDxTalks', 'Youth', '[TEDxEID:50312]']",29,382,2,0,"Charity, the Compound Interest of Compassion | Stella Xie | TEDxSoongChingLingSchool",2022-07-07T16:28:06Z
93,EJaWWWJGU0s,"['Communication', 'English', 'Film', 'Humanities', 'Identity', 'Passion', 'Psychology', 'Self', 'TEDxTalks', '[TEDxEID:50312]']",29,352,7,1,How I Became an Influencer Without Trying to be One | Lisa Ranran Hu | TEDxSoongChingLingSchool,2022-07-07T16:27:42Z
94,cljXER7ZVsY,"['Brain', 'English', 'Humanities', 'Music (topic)', 'Psychology', 'TEDxTalks', 'Youth', '[TEDxEID:50312]']",29,650,26,2,How Music Helps YOU | Louis Hao | TEDxSoongChingLingSchool,2022-07-07T16:20:50Z
95,Nw3CDqYnAWI,"['COVID-19', 'Early education', 'Education', 'Education reform', 'English', 'TEDxTalks', 'Teaching', 'Technology', '[TEDxEID:51270]']",29,263,10,0,Education in an Evolving Digital World | Richard Culatta | TEDxSantaBarbaraSalon,2022-07-07T16:20:01Z
96,Rg7eFxwu280,"['English', 'Human Rights', 'Multimedia', 'TEDxTalks', 'Technology', '[TEDxEID:46041]']",29,332,6,2,Equality through technology | Garima Mehta | TEDxPrahladnagar,2022-07-07T16:16:38Z
97,RKobGxKaD7E,"['Adventure', 'Connection', 'Culture', 'English', 'Life', 'Sharing', 'TEDxTalks', 'Travel', '[TEDxEID:48351]']",29,572,21,0,The beauty of sharing life with strangers  | Alexander Wollert | TEDxFreiburg,2022-07-07T16:14:56Z
98,B2v2Di805FA,"['Simplified Education Diversity', 'TEDxTalks [TEDxEID:50314] Chinese']",29,191,4,2,Diversity in Education | LinFeng Zhao | TEDxYouth@SPBSQingpu,2022-07-07T16:14:25Z
99,QBn7Cxs_cW4,"['Change', 'English', 'Entrepreneurship', 'Life', 'Opportunities', 'Start-up', 'TEDxTalks', 'Technology', '[TEDxEID:49894]']",29,745,21,0,A little act goes a long way - Journey of Building a Start-up | Akshay Mehrotra | TEDxKcMargSalon,2022-07-07T16:14:04Z
100,wkwnfos7sIY,"['Academic', 'Early education', 'Education', 'English', 'Gaming', 'Schools', 'TEDxTalks', '[TEDxEID:48385]']",29,267,13,0,Is it easier to memorize video game characters than periodic elements? | Eric Wang | TEDxYouth@RHHS,2022-07-07T16:07:50Z
101,F8bMLdltdkQ,"['Activism', 'Food', 'Gujarati', 'Philanthropy', 'Social Sciences', 'TEDxTalks', '[TEDxEID:46041]']",29,157,1,0,My rent for living on this planet! | Jayantibhai Patel | TEDxPrahladnagar,2022-07-07T16:07:20Z
